X_Coord,Y_Coord,osm_id,osm_type,completeness,amenity,healthcare,name,operator,source,speciality,operator_type,operational_status,opening_hours,beds,staff_doctors,staff_nurses,health_amenity_type,dispensing,wheelchair,emergency,insurance,water_source,electricity,is_in_health_area,is_in_health_zone,url,addr_housenumber,addr_street,addr_postcode,addr_city,changeset_id,changeset_version,changeset_timestamp,uuid
36.87459996,-1.310090083,8894604391,node,12.5,pharmacy,pharmacy,Flodo Medical and curative services,,,,,,,,,,,,,,,,,,,,,,,,107429931,1,2021/07/05 09:39:09+00,71e20ecaea1449238e6f8256b040e46b
34.7446396,-0.131257963,8191008507,node,15.625,clinic,,Port Florence Hospital,,,,private,operational,,,,,,,,,,,,,,,,,,,154266435,2,2024/07/22 14:34:40+00,bf0d154599524ab0b06cfff405b555c7
36.91589852,-1.203980972,8418147817,node,34.375,clinic,clinic,Equity Afia Githurai,,,,private,operational,Mo-Su 09:00-17:00,0,,,,,,,,,,,,,,Ngumba Road,100,Nairobi,148099357,2,2024/03/01 14:39:51+00,725057778de04efd91ad0d0c35a3098f
36.77617823,-1.314403661,612007202,node,21.875,clinic,,Senye Clinic,,,,private,operational,24-Jul,,,,,,,,,,,,,,,,,,135607304,9,2023/05/02 09:28:28+00,305db4c44b4c46609b77ee83fb9ddb00
36.81962348,-1.291835303,8416368117,node,25,clinic,clinic,Blessed to Bless Medical Clinic,,,,private,operational,Mo-Su 08:00-17:00,3,,,,,,,,,,,,,,,,,116986728,2,2022/02/04 02:45:12+00,dfcc8ee185e2498192da71c25b086d0d
36.80445232,-1.231742422,5352705127,node,15.625,clinic,clinic,Migration Health Assessment Center (MHAC),,,,,,,,,,,,,,,,,,,,"78, United Nations Cres, Nairobi City",,,,55629236,1,2018/01/21 14:33:01+00,d3288a5337884298b7d363e8650ab3de
,,560142849,way,25,hospital,hospital,Coptic Hospital,Coptic,,,,,,,,,,,,,,,,,,,"Opposite China Centre, Ngong Rd, Nairobi",Ngong Road,,Nairobi,136009852,2,2023/05/12 09:39:29+00,abc474cf97ae4bbb9b436768b401689d
36.86566628,-1.260478603,2385083681,node,21.875,pharmacy,,Rocks medical clinic,,,,private,operational,Mo-Fr 08:30-20:00,,,,,yes,,,,,,,,,,,,,19292003,2,2013/12/05 16:14:14+00,c514c13db48d49b68b54f5a9ce3d95a9
34.5378179,0.101265838,11693537898,node,12.5,hospital,hospital,Yala Level 4 Hospital,,,,,,,,,,,,,,,,,,,,,,,,148242458,1,2024/03/05 09:58:58+00,b261cf12064a4996b5a5003232666b74
36.79398626,-1.312092352,4965328915,node,18.75,clinic,,FHOK- Family Care Medical Centre,,,,ngo_cbo,operational,"Mo-Fr 08:00-17:00, Sa 08:00-13:00",,,,,,,,,,,,,,,,,,134437531,3,2023/04/03 05:43:13+00,4496cc632707415d908005c0aed3b746
40.05685748,1.744290438,10008301317,node,15.625,clinic,clinic,Al hayat Medical Centre,,,,,,,,,,,,,,,,,,,,,Isiolo-Mandera Road,,,132795490,3,2023/02/20 15:07:32+00,29348f11bd5449fe854745a35bfd1162
,,397695982,way,12.5,clinic,clinic,Port Florence community hospital,,,,,,,,,,,,,,,,,,,,,,,,81226683,2,2020/02/19 14:37:09+00,34d89d2e82814ada8395f05c5c8c6777
39.46527005,-3.626615522,3421461741,node,12.5,hospital,,maryango dispensary,,,,religious,,,,,,,,,,,,,,,,,,,,30194481,2,2015/04/13 18:07:50+00,47188d56427240a0b9eb5512d258c921
,,670737779,way,28.125,hospital,hospital,Dr Rasik Kantaria Jalaram Medical Center,,,oncology;general;cardiology;ophthalmology,,,,,,,,,,,,,,,,,19,Jalaram Road,100,Nairobi,136194164,4,2023/05/17 05:42:13+00,99938db4fd62446a8ce375a531d83e9a
36.83504777,-1.316821337,2145336812,node,18.75,pharmacy,pharmacy,Inkamed Pharmeceuticals,,,,,,,,,,,,,,,,,,,,,Mombasa Road,,Nairobi,145849802,3,2024/01/03 18:00:37+00,94f1fc3c6da94b15b86757da2213bcf7
36.98689685,-1.276061483,8416309117,node,25,clinic,clinic,Best Health Care Community Services,,,,private,operational,Mo-Su 08:00-17:00,0,,,,,,,,,,,,,,,,,99131795,1,2021/02/11 19:54:20+00,ed45950443b64f738da4f7e0ae7fe4d9
36.86194178,-1.258387738,8021720087,node,15.625,pharmacy,,Dawa house,,,,,,Mo-Su 09:00-22:00,,,,,,,,,,,,,,,Mathare 4A,,,92703521,1,2020/10/19 11:07:45+00,3402e2c815524edb96a854811f1094c6
39.59194776,-4.193968527,5297589972,node,6.25,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,54815501,1,2017/12/21 13:49:14+00,f9c20667378148d3abc935700d49af0d
,,570336370,way,15.625,hospital,hospital,Tenwek Hospital,,,,,,24-Jul,,,,,,,,,,,,,,,,,,141628293,4,2023/09/23 04:45:53+00,37a438103bad45f3822f8018b4d3ff34
,,321727160,way,9.375,hospital,,Minyenya Dispensary,,,,,,,,,,,,,,,,,,,,,,,,28099498,1,2015/01/12 22:39:34+00,61169aa4898b4c8992249f6728290f40
37.13037726,-0.475695007,12628898502,node,40.625,hospital,hospital,Karatina Sub county Hospital,,,emergency,,operational,24-Jul,,,,emergency_department;laboratory,yes,,yes,public,,grid,,,,,,10101,,163099258,1,2025/03/01 18:58:45+00,7be8134ee6de4baea62e8ea7ef1d2d54
36.77357699,-1.311116027,4963467522,node,25,clinic,clinic,Chandaria Clinic Shofco,,,,ngo_cbo,operational,08:00-15:00,,,,,,,,,,,,,,,,,,135203211,4,2023/04/21 17:13:35+00,138c1d0b88b544d2ba005be689e8a542
,,180331572,way,6.25,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,13050042,1,2012/09/09 22:41:09+00,afe75c21bfe24af98c6a7b05c7d0c1da
36.78837868,-1.310879323,708685449,node,21.875,pharmacy,,Mt. Kenya Chemist,,,,private,operational,06:00-22:00,,,,,yes,,,,,,,,,,,,,135840728,6,2023/05/08 08:11:34+00,c9b138f68d3f4ed3977d45c839311ea5
39.89255257,-3.182602809,11290358731,node,25,pharmacy,,Jilore chemist,Kelvin mweni,KRCS2023,,private,operational,sunrise-sunset,,,,,,,,,,,,,,,,,,143149317,1,2023/10/26 08:03:54+00,3b12e438d85b40278770912eae444b8e
36.876015,-1.255528922,1111566426,node,15.625,pharmacy,pharmacy,MEDINA CHEMIST,,,,,,,,,,,yes,,,,,,,,,,,,,100224317,3,2021/03/01 18:18:56+00,ef4e5d57589f4b849d4ca9a7b31285a0
36.79388316,-1.311924462,612008958,node,18.75,pharmacy,,St. Edith Clinic,,,,private,operational,,,,,,yes,,,,,,,,,,,,,135840728,6,2023/05/08 08:11:34+00,d6b430fb70824af892567e74e4e0735a
,,797899695,way,12.5,hospital,hospital,Mbooni Sub-County Hospital,,,,,,,,,,,,,,,,,,,,,,,,84332577,1,2020/04/29 10:59:18+00,8df30927d1dd4d84a62748628d26935c
36.78284662,-1.316853356,7930812991,node,15.625,clinic,,Shofco Satelit Clinic,,,,private,non_operational,,,,,,,,,,,,,,,,,,,135608976,2,2023/05/02 10:09:37+00,84b606e6b73f4120b92abb54c34a2c48
39.70652427,-4.0378907,12691437695,node,12.5,pharmacy,pharmacy,AVA pharmacy,,,,,,,,,,,,,,,,,,,,,,,,163958540,2,2025/03/22 17:56:26+00,eb2258f5f24e417497cd23edd0106267
,,648034695,way,18.75,hospital,hospital,El Wak District Hospital,,,,,,,,,,,,,,,,,,,,,Isiolo-Mandera Road,,El Wak,110174874,3,2021/08/24 13:27:21+00,354dc1213a244fb2b52ca75b6e61c2c4
,,665824592,way,18.75,hospital,hospital,Makindu Sub-county Hospital,,,,,,,,,,,,,,,,,,,,,Mombasa Road,,Makindu,66597827,1,2019/01/24 11:07:22+00,e44dafb17d6449aca4c66fe62ac6d79a
37.62781564,-1.783931223,5588163893,node,9.375,hospital,,Operating Theatre,,,,,,,,,,,,,,,,,,,,,,,,135354790,3,2023/04/25 17:56:59+00,d5bd173beb3e49969534e3b2eca265a9
,,515200237,way,37.5,hospital,hospital,Kenyatta University Teaching and Referral Hospital,,,gynaecology;paediatrics;surgery,public,,24-Jul,600,,,,,,yes,,,,,,,,Northern Bypass,,Nairobi,142014321,7,2023/10/02 00:43:41+00,4c78e4aec0e04b529081f212fdf821f0
36.77396792,-1.310405745,4963467525,node,21.875,clinic,,Kinani Medical & Dental Clinic,,,,private,operational,08:00-20:00,,,,,,,,,,,,,,,,,,135203211,3,2023/04/21 17:13:35+00,9c493f65f5b84d5a8ce09005307bc8a8
,,797983470,way,18.75,hospital,hospital,Naivasha,,,,,,,,,,,,,,,,,,,,,Moi Avenue,,Naivasha,84343507,1,2020/04/29 13:44:37+00,b5c4c19f36ca4627af905ae8be5b8a2c
36.88979996,-1.25023005,8891939522,node,12.5,hospital,hospital,Vission Medical clinic and maternity,,,,,,,,,,,,,,,,,,,,,,,,107379653,1,2021/07/04 08:19:27+00,70d7d9e7325649df9d833def898fb824
36.91244526,-1.223785314,8429549117,node,25,clinic,clinic,Kizazi Clinique,,,,private,operational,Mo-Su 08:00-17:00,0,,,,,,,,,,,,,,,,,99398545,1,2021/02/16 17:55:46+00,9ff104a1bb6e448181c30f707b843147
36.80239532,-1.25967042,5535372936,node,18.75,clinic,clinic,Chinese Clinic,,,,,,,,,,,,,,,,,,,,,Lower Kabete Road,,Nairobi,57885179,1,2018/04/07 07:54:15+00,8c54dee39da04337b87d784a760fb82f
39.78054167,3.337297622,3696856323,node,9.375,clinic,,Danaba Dispensary,,,,,,,,,,,,,,,,,,,,,,,,33335632,1,2015/08/14 12:48:56+00,0d46005ec12243cdb010d01bfd2a1a3d
,,539703277,way,21.875,hospital,hospital,Medical Centre,,,,private,operational,Mo-Fr 08:30-20:00,,,,,,,,,,,,,,,,,,141294201,3,2023/09/15 09:38:14+00,d146caad44484b8faed5bad0b22aa42d
,,792515244,way,12.5,hospital,hospital,Hurlingham Medical Center,,,,,,,,,,,,,,,,,,,,,,,,135966656,2,2023/05/11 08:50:31+00,ac59623856cf4126bf453bff78c0b0f0
,,793246811,way,12.5,hospital,hospital,General provincial hospital,,,,,,,,,,,,,,,,,,,,,,,,141581765,2,2023/09/22 00:35:47+00,a067f46aef1c42afb0a0bc957591ed4a
40.17616172,-2.062370083,11645444610,node,25,pharmacy,,Mwina pharmacy,Ministry of Health,KRCS2023,,public,operational,12hrs,,,,,,,,,,,,,,,,,,147690185,1,2024/02/20 12:26:25+00,36722495f9b24b7f9e2fa9c74f12927c
36.8844394,-1.314475913,949598013,node,28.125,hospital,hospital,Alice Nursing Home,,,gynaecology,private,,24-Jul,8,,,,,,,,,,,,,,,,Nairobi,153871743,3,2024/07/12 20:44:19+00,57e1e6df36cf447fafcf6dd574b547b7
36.86449994,-1.311180065,8894604383,node,12.5,pharmacy,pharmacy,Mercy Chem,,,,,,,,,,,,,,,,,,,,,,,,107429931,1,2021/07/05 09:39:09+00,d02bcbf8d11a48409087cf0c71980941
36.74535982,-1.28602195,8074036762,node,15.625,pharmacy,,Clinic,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,135607304,2,2023/05/02 09:28:28+00,8f1b92a9b200418991e1243175a081e7
35.08167995,1.278781663,6948364837,node,15.625,clinic,,Kishaunet Dispensary,,,,,,,,,,,yes,,,,,always,,,,,,,,77093971,2,2019/11/14 20:32:41+00,c6ef2262462a4a8d98c42a9433b75940
,,659502397,way,9.375,hospital,hospital,,,,,,,,,,,,,,,,,,,,,,,,,65910779,1,2018/12/31 12:14:02+00,d53eab2a1f514c6b8b85462ee1a83a2b
36.88511372,-1.304890956,12238169037,node,15.625,pharmacy,,hope community health centre,private/individual,survey,,,,,,,,,,,,,,,,,,,,,,159324175,2,2024/11/19 13:13:51+00,c7db893b0f9649d886667ef37f1acb3e
36.74832165,-1.288066716,8047604830,node,15.625,clinic,,Fairview Medical Centre,,,,private,operational,,,,,,,,,,,,,,,,,,,147644223,4,2024/02/19 10:45:42+00,b626757ffb4e4f068eee2f3bad02255c
34.78643495,-0.079140043,8190992979,node,15.625,clinic,,Bridge Family Care And Cancer Centre,,,,private,operational,,,,,,,,,,,,,,,,,,,154265250,2,2024/07/22 14:05:51+00,97a4fdfeb09344a7904ea13b1b0ceb81
36.79239017,-1.31060448,612004989,node,21.875,pharmacy,pharmacy,community chemist,,,,private,,07:30-20:00,,,,,yes,,,,,,,,,,,,,163501729,9,2025/03/11 20:40:54+00,206edae5d7b6412b9ab3efc1f138509c
36.75058669,-1.290040067,8074036766,node,15.625,pharmacy,,Ethmill,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,93408841,1,2020/11/02 09:38:34+00,9685386c750842fcb1efc69a4a8d08c9
36.86317996,-1.30838051,8974004104,node,12.5,clinic,clinic,Coptic Hospital Lunga Lunga,,,,,,,,,,,,,,,,,,,,,,,,109019024,1,2021/08/02 09:41:40+00,c9f1e845534f401e862271e5b9c2563c
,,798272189,way,18.75,hospital,hospital,Kisii Teaching and Referral Hospital,,,,,,,,,,,,,,,,,,,,,Cemetery Road,,Kisii,145323432,2,2023/12/20 09:45:10+00,d3934b24d12040f28256d05e37c33b5d
35.69373808,0.751036839,3674800616,node,15.625,hospital,hospital,Likwon Dispensary,,,,government,,,,,,,,,,,,,,,,,,,,91142598,3,2020/09/19 08:00:59+00,ab1451077f7d4133b9a588c21776254e
34.30168518,-0.837906464,5172729043,node,9.375,hospital,,osani community health centre,,,,,,,,,,,,,,,,,,,,,,,,53007063,1,2017/10/17 10:20:53+00,9bd2eee3b6bc4999a4fd22683ef31072
40.12247865,-2.296518884,11645444614,node,25,pharmacy,,Idsowe pharmacy,CEO,KRCS2023,,public,operational,8hrs,,,,,,,,,,,,,,,,,,147690185,1,2024/02/20 12:26:25+00,2141673b733c41ca811f99acfbceb395
39.65083985,-0.483545246,11364707378,node,21.875,clinic,,Tawakal medical centre,Private,,,private,operational,sunrise-sunset,,,,,,,,,,,,,,,,,,144257155,1,2023/11/20 17:57:19+00,b4a96e0d1bb0421f8d05d6525d0fc7d4
36.81249534,-1.294559338,5378551753,node,15.625,clinic,clinic,Kigen Bartilol,,,,,,,,,,,,,,,,,,,,"NHIF Building, 2nd Floor, P. O. Box 406 Ragati Rd, Nairobi",,,,55974254,1,2018/02/01 18:35:02+00,3449843da6154d8696980517674271d6
,,792838181,way,31.25,hospital,hospital,Vinzangalaweni Dispensary,,,,ministry_of_health,operational,08:00-16:30,,,,,,,,,,,,,,,Lungalunga-Ramisi road,,Kwale,83694124,1,2020/04/17 08:56:15+00,083a8c33f4714fb8a89862db0aac20e8
36.79349172,-1.315620546,5295842439,node,21.875,pharmacy,,Friends chemist,,,,private,operational,07:00-20:00,,,,,no,,,,,,,,,,,,,134493322,3,2023/04/04 12:13:47+00,a12e51828bf64c0ca3901aa6251e3558
36.87075376,-1.311725476,1999653263,node,9.375,hospital,,Melihelp medical centre,,,,,,,,,,,,,,,,,,,,,,,,159323144,3,2024/11/19 12:55:16+00,0860da0dbf234e6e8dc2077b61f2a2f6
34.2970365,0.179695138,1430192598,node,9.375,pharmacy,,Lutta Pharmact,,,,,,,,,,,,,,,,,,,,,,,,12875886,3,2012/08/27 09:14:55+00,bb413d8183294b72a314dc74f49d3e0b
,,798301007,way,18.75,hospital,hospital,Lumboka Memorial Hospital,,,,,,,,,,,,,,,,,,,,,Mumias-Bungoma Road,,Bungoma,119233355,2,2022/04/02 12:27:35+00,d9e98a2401b94203ba4bf3a5cceb1b08
36.99510407,-1.270906278,8415821617,node,28.125,clinic,clinic,Adopta Life Foundation (Ruai),,,,private,operational,Mo-Fr 08:00-17:00,0,,,,,,,,,,,,,,,,Nairobi,99126614,1,2021/02/11 17:53:26+00,42216484310340bb87b4c25e65bb3af4
36.78060497,-1.310068541,701794697,node,25,pharmacy,,Karanja Chemist,,,,private,operational,08:00-17:30,,,,,no,,,,,,,,,,,,,135607304,6,2023/05/02 09:28:28+00,40d88ee168b54192af8ef8f79667ba3c
36.89079992,-1.247890075,8891997094,node,25,clinic,,Comboni Sister Missionary Health Program / G031055,,survey,general,religious,operational,,,,,,,yes,,,,,,,,,,,,159425464,4,2024/11/21 17:32:32+00,8110b0e0ba924f09b9115551e5d2dd2b
39.74712378,-3.955134829,5066987922,node,9.375,clinic,,BCL Health Care Support,,,,,,,,,,,,,,,,,,,,,,,,51550029,1,2017/08/29 16:36:51+00,1799ed54a7594f3c9d69ed3eafeb961e
,,797336891,way,18.75,hospital,hospital,keturwo health centre,,,,government,,,,,,,,,,,,,,,,,,,,84253882,1,2020/04/28 09:23:07+00,58c7c896a94944b5add7dc2d84bc66b9
37.25834545,-0.621431744,9806303647,node,21.875,pharmacy,pharmacy,Murrihs pharmacy,,,pharmacy,business,,,,,,,,,no,,,,,,,,,,,153902612,2,2024/07/13 17:10:12+00,e34a05e2e285408ea1a9d7eeb5e5fd55
37.14918994,-0.731662404,3105369930,node,15.625,pharmacy,,Riara Chemist,,,,,,sunrise-sunset,,,,,yes,,,,,,,,,,,,,25789114,1,2014/10/01 12:36:22+00,dd22d91c3de84c5c9d4d66d127a01e64
,,797356356,way,12.5,hospital,hospital,Dilmanyale Dispensary,,,,,,,,,,,,,,,,,,,,,,,,84257604,1,2020/04/28 10:12:40+00,f5f870d35dcd4cb6b050fbdd76710881
36.75080504,-1.278275312,8074036780,node,15.625,pharmacy,,Ponachem,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,93408841,1,2020/11/02 09:38:34+00,9dea9b2593ca4567a25069bae357569f
36.8878712,-1.325165774,8778559117,node,9.375,hospital,,Mukuru Health Centre,,,,,,,,,,,,,,,,,,,,,,,,105525200,1,2021/05/29 08:59:07+00,f8861b5488744c07a2f1029cd409c129
36.87060389,-1.310729706,8894604386,node,15.625,pharmacy,pharmacy,St. Joans Medical Center,private/individual,,,,,,,,,,,,,,,,,,,,,,,159323144,4,2024/11/19 12:55:16+00,edb390d090ff4e47a4fd130ebd1eacb3
36.77177924,-1.303296215,5412285972,node,18.75,pharmacy,pharmacy,Pharmacy,,,,,,,,,,,,,,,,,,,,,Ngong Road,,Nairobi,153871743,4,2024/07/12 20:44:19+00,c4da3c92b2ec45769e0fa798faa53745
36.86662014,-1.255084933,2378918234,node,25,pharmacy,pharmacy,STJAMES MEDICAL CENTER,,,,private,operational,08:00-21:00,,,,,ST.JAMES MEDICAL CLINIC,,,,,,,,,,,,,100224317,4,2021/03/01 18:18:56+00,d14ea1f91907418f805d36d1533ccc40
34.78027668,-0.092810005,8191008208,node,15.625,clinic,,Manyatta Community Medical Clinic,,,,private,operational,,,,,,,,,,,,,,,,,,,154265250,2,2024/07/22 14:05:51+00,892ad53cddd243df96b2e2f994969d52
36.91696277,-1.305128918,8168683512,node,12.5,hospital,hospital,St Mary's Hospital,,,,,,,,,,,,,,,,,,,,,,,,133467783,2,2023/03/09 08:00:11+00,e4ed505afda44753b6024de5df903d2e
36.8578085,-1.261821133,8021720088,node,18.75,pharmacy,,Migingo chemist,,,,,,Mo-Su 09:00-21:30,,,,,yes,,,,,,,,,,Mathare 4A,,,93668020,2,2020/11/06 13:59:03+00,2c962917369046248bc369a8ef2274cd
34.73732496,-0.144200208,8190981865,node,15.625,clinic,,Dunga Dispensary,,,,private,operational,,,,,,,,,,,,,,,,,,,154266435,2,2024/07/22 14:34:40+00,fd4dea2996a2489d8854e8e0705f600c
37.15052962,-0.731608341,3105367405,node,18.75,pharmacy,,Mbiri chemist,County Government of Muranga,,,,,sunrise-sunset,,,,,yes,,,,,,,,,,,,,25789114,1,2014/10/01 12:36:21+00,1cee01f53cdf4a54929eeb6de4c3199f
,,792512194,way,12.5,hospital,hospital,Malindi Sub-County Hospital,,,,,,,,,,,,,,,,,,,,,,,,83646118,1,2020/04/16 11:37:19+00,805d6c63775645f89cdc2a692e6c9ee4
36.83502204,-1.316488157,2145329589,node,18.75,hospital,hospital,The AgaKhan University,,,,,,,,,,,,,,,,,,,,,Mombasa Road,,Nairobi,82156136,2,2020/03/13 09:56:51+00,08f1f30857f745719bedab8cc56beebd
35.86383992,0.408686973,6799444272,node,15.625,clinic,,Sabor Dispensary,,,,,,,,,,,yes,,,,,none,,,,,,,,154754163,4,2024/08/02 21:36:19+00,cecca1cd57c2494daea54a966565bb63
,,689955756,way,9.375,clinic,clinic,,,,,,,,,,,,,,,,,,,,,,,,,70237948,1,2019/05/14 14:32:05+00,e270e7395e9e4760a5279f6c017251dc
,,232284570,way,28.125,hospital,,Butere District Hospital,Ministry of Health,survey,,,,,,,,,,,no,,,,,,,40,,50101,Butere,33143313,2,2015/08/05 23:01:10+00,4d08682b6f98432a87e32447117160a3
34.09092147,0.129661882,11586713097,node,21.875,clinic,,Gate well Health Care clinic,Private,KRCS2023,,Private,,8hours,,,,,,,,,,,,,,,,,,147149821,2,2024/02/06 20:06:38+00,2f127fc13b9546f88d6d497d13193d30
,,796969750,way,15.625,hospital,hospital,Muranga District Hospital,County Government of Muranga,,,,,,,,,,,,,,,,,,,,,,,84204000,1,2020/04/27 14:03:26+00,489f2da8ff6b4f238295e5ee0fe152bf
,,792812411,way,12.5,hospital,hospital,St. Paul's Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,83688097,1,2020/04/17 07:28:07+00,023808acf6d2449684ad0882e03ddb0a
36.86590575,-1.261479067,1124602251,node,9.375,hospital,,Lions health clinic mathare valley,,,,,,,,,,,,,,,,,,,,,,,,7110704,1,2011/01/28 08:24:42+00,70304a0eb46d467e951cf58a0589212d
36.86159703,-1.263130973,8021852685,node,15.625,clinic,,Vision Health Care,,,,,,Mo-Su 09:00-09:30,,,,,,,,,,,,,,,Mathare no 10,,,93751029,2,2020/11/08 17:36:44+00,92393e894630449098c9263d691fcd2e
,,532925347,way,25,hospital,hospital,St Mary's Clinic,,,,private,operational,24-Jul,,,,,,,,,,,,,,,,,,135688423,3,2023/05/04 07:52:59+00,ca8f5282c706489fb6b1ba9e56f9eb19
35.83999995,0.272787992,6788467268,node,15.625,clinic,,Tebei dispensary,,,,,,,,,,,yes,,,,,often,,,,,,,,154328317,2,2024/07/24 01:07:50+00,f656b3f3443945268e822edb49966061
34.86588466,0.835606554,9651419046,node,12.5,hospital,hospital,Sikhendu Medical clinic,,,,,,,,,,,,,,,,,,,,,,,,119464363,1,2022/04/08 10:18:04+00,4aebbfdd85a64bbcba938574d2937cec
,,262643069,way,9.375,hospital,,Sanatorium,,,,,,,,,,,,,,,,,,,,,,,,20689474,1,2014/02/21 09:14:23+00,edd8d4ec097546c2b11fd54389792bb4
36.816808,-1.281626648,12157721102,node,12.5,pharmacy,pharmacy,Pharmaplus,,,,,,,,,,,,,,,,,,,,,,,,156230152,1,2024/09/05 12:57:54+00,337a84f028114e6ab9bde1013a2afbb8
,,570241073,way,12.5,doctors,laboratory,St. Joseph,,,,,,,,,,,,,,,,,,,,,,,,57237656,1,2018/03/16 11:02:38+00,963b34d15b2b4716bdb79248af3cf979
,,623518705,way,21.875,hospital,hospital,Ashburn Community Health Center,Private,,community,,,,,,,,,,yes,,,,,,,,,,,62884857,2,2018/09/24 15:39:14+00,8d222dc8fa06420583f17fd866213acf
34.78221994,-0.089791766,8190977962,node,15.625,clinic,,Ahava Medical Center,,,,private,operational,,,,,,,,,,,,,,,,,,,154265250,2,2024/07/22 14:05:51+00,898ad3ffdd2a459f9166268bcdc4d019
36.93382012,-1.249457826,8811903317,node,12.5,hospital,hospital,Njiru Health Centre,,,,,,,,,,,,,,,,,,,,,,,,114949895,2,2021/12/15 06:41:53+00,3fc5821781c646c7b04a8d0d31ada0a9
,,797336890,way,15.625,hospital,hospital,katibel dispensary,,,,government,,,,,,,,,,,,,,,,,,,,84253882,1,2020/04/28 09:23:07+00,ab7f32c5df3d47918cc5edd00e5b011d
34.78295822,-0.102261775,8190885461,node,15.625,clinic,,Kuoyo Dispensary,,,,private,operational,,,,,,,,,,,,,,,,,,,154266435,2,2024/07/22 14:34:40+00,06646393071148c5bace4e326a95b6bd
36.85454324,-1.265657614,2392593371,node,21.875,pharmacy,,Mama africa clinic,,,,private,operational,06:00-21:30,,,,,yes,,,,,,,,,,,,,83210227,5,2020/04/07 16:59:52+00,b070b3d985164f95b21408059be33ad4
36.78632905,-1.30719841,612007453,node,9.375,hospital,,New Makina Clinic,,,,,,,,,,,,,,,,,,,,,,,,134809251,3,2023/04/12 10:10:45+00,7daef2a2b77444ab8bf46548dc026e1a
36.75081166,-1.288608354,8074036745,node,15.625,pharmacy,,Galex Chemist,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,93408841,1,2020/11/02 09:38:34+00,ad74f77842064a31b8c9596f5511147a
,,797924041,way,15.625,hospital,hospital,,,,,,,,,,,,yes,,,,,always,,,,,,,,84336837,1,2020/04/29 11:55:42+00,dce55f4694414b2086cc449b2e76413d
,,798318299,way,15.625,hospital,hospital,Wambuni Dispensary,not Operational,,,,,,,,,,,,,,,,,,,,,,,84404904,1,2020/04/30 10:33:22+00,1497e74e45f24a83afd644214d848393
,,797884138,way,15.625,hospital,hospital,Kenol Hospital,,,,,,24-Jul,,,,,,,,,,,,,,,,,,84329070,1,2020/04/29 10:14:20+00,f3251ff1762b429c9630c17fae61b5a8
36.79001164,-1.313258358,7930787280,node,15.625,clinic,,Kisembo Health Services,,,,private,operational,,,,,,,,,,,,,,,,,,,135086203,2,2023/04/19 06:02:00+00,a4e56a1a5a9940c98e4798cd031c9329
36.87382078,-1.294309306,8429502418,node,25,clinic,clinic,Kilele Medical Specialist Centre,,,,private,operational,Mo-Su 08:00-17:00,0,,,,,,,,,,,,,,,,,99397685,1,2021/02/16 17:37:44+00,d82b1c8aedd44b538d9c86349c1f3edd
36.91670595,-1.248200037,8415778917,node,25,clinic,clinic,Conerstone Clinic,,,,religious,,Mo-Fr 09:00-17:00,0,,,,,,,,,,,,,,,,Nairobi,99125194,1,2021/02/11 17:37:35+00,deaab8e10b0f43c7b8320e92366e4911
36.74841066,-1.291704378,8074036803,node,15.625,pharmacy,,Gg,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,147644223,3,2024/02/19 10:45:42+00,bab8b42c86ac436fa54cdee4e1cd0ed0
36.78549069,-1.309746927,4967614274,node,15.625,clinic,,Al- Gadhir Medical Clinic,,,,private,operational,,,,,,,,,,,,,,,,,,,50372327,2,2017/07/18 08:35:05+00,7dd430bf16824c76825c90be9d8cf46e
36.79741068,-1.248534475,813086068,node,6.25,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,5197292,1,2010/07/12 09:50:44+00,070093ca88744d3e828baa35cbeed400
36.79587244,-1.316858302,696656810,node,15.625,clinic,,Okoa Medical Clinic,,,,private,,,,,,,no,,,,,,,,,,,,,134436534,5,2023/04/03 04:49:06+00,058e85c7b3ef4122a848374889e8674a
34.73732496,-0.144200208,8190981865,node,15.625,clinic,,Dunga Dispensary,,,,private,operational,,,,,,,,,,,,,,,,,,,154266435,2,2024/07/22 14:34:40+00,fd4dea2996a2489d8854e8e0705f600c
36.88956317,-1.328153503,8415831021,node,18.75,clinic,clinic,Avenue Health Care Embakasi,,,,,,Mo-Su 08:00-17:00,8,,,,,,,,,,,,,,,,,99127734,1,2021/02/11 18:11:27+00,c55cc5c75ebd48ca8cb640dec28bb7ff
39.62831022,-4.006901714,12698129503,node,9.375,hospital,,mikindani hospital,,,,,,,,,,,,,,,,,,,,,,,,164069304,2,2025/03/25 10:16:07+00,6bdace31cc5e4c0580b36878b8186e7d
36.85683997,-1.26318688,4503959148,node,18.75,pharmacy,,Pona 3 Dispensary,,,,private,operational,07:00-22:00,,,,,,,,,,,,,,,,,,64908216,3,2018/11/26 18:44:30+00,2f21c52211784165bb0d6ea43c42fc02
